Title,Brand,Screen_Size,CPU_Model,Ram,Operating_System,Rating,Series,Color,Resolution,Weight,USB,Battery,Graphics,Disk_size,Card_desc,Price
"Apple 2021 MacBook Pro (16-inch, M1 Pro chip with 10‑core CPU and 16‑core GPU, 32GB RAM, 512GB SSD) - Space Gray Z14V0016E",Apple,16.2 Inches,ARM 7100,32 GB,MacOS 12 Monterey,4.9,MacBook Pro,Space Gray,nan,nan,nan,nan,M1 Pro,512 GB,Integrated,"$2,899.00"
"Apple MacBook Pro 16"" with Liquid Retina XDR Display, M1 Pro Chip with 10-Core CPU and 16-Core GPU, 32GB Memory, 1TB SSD, Silver, Late 2021",Apple,nan,nan,32 GB,Mac OS,,nan,nan,4K,8.4 Pounds,nan,nan,nan,nan,Dedicated,nan
"2020 Apple MacBook Air Laptop: Apple M1 Chip, 13” Retina Display, 8GB RAM, 256GB SSD Storage, Space Gray, with Microsoft 365 Family | 12-Month Subscription | PC/Mac Download",Apple,13.3 Inches,nan,8 GB,Mac OS,5.0,MacBook Air,nan,nan,nan,nan,18 Hours,nan,nan,Integrated,nan
"Apple 2022 MacBook Air Laptop with M2 chip: 13.6-inch Liquid Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone and iPad; Starlight AppleCare",Apple,nan,nan,8 GB,MacOS 10 12 Sierra,,nan,Starlight,1080p,nan,nan,nan,nan,nan,Integrated,nan
"Apple 2021 MacBook Pro (14-inch, M1 Pro chip with 10‑core CPU and 16‑core GPU, 16GB RAM, 1TB SSD) - Space Gray AppleCare+ for 14-inch MacBook Pro",Apple,nan,nan,16 GB,MacOS 10 12 Sierra,,nan,Space Gray,nan,nan,nan,nan,nan,nan,Integrated,nan
"Apple MacBook Air 13.3"" with Retina Display, M1 Chip with 8-Core CPU and 7-Core GPU, 16GB Memory, 1TB SSD, Space Gray, Late 2020",Apple,13.3 Inches,Core i7,16 GB,MacOS 12 Monterey,2.8,MacBook Air,Gray,nan,nan,nan,nan,nan,nan,nan,"$1,468.95"
"Apple 2022 MacBook Air Laptop with M2 chip: 13.6-inch Liquid Retina Display, 8GB RAM, 512GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone and iPad; Space Gray AppleCare",Apple,nan,nan,8 GB,Mac OS,,nan,Space Gray,1080p,nan,nan,nan,nan,nan,Integrated,nan
"Apple MacBook Pro 14"" with Liquid Retina XDR Display, M1 Max Chip with 10-Core CPU and 24-Core GPU, 32GB Memory, 512GB SSD, Space Gray, Late 2021",Apple,14 Inches,Apple M1,32 GB,Mac OS,5.0,nan,nan,nan,6.85 Pounds,nan,nan,nan,nan,Dedicated,nan
"Apple 2022 MacBook Air Laptop with M2 chip: 13.6-inch Liquid Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone and iPad; Silver AppleCare",Apple,nan,nan,8 GB,MacOS 10 12 Sierra,,nan,Silver,1080p,nan,nan,nan,nan,nan,Integrated,nan
"Apple MacBook Pro 16"" with Liquid Retina XDR Display, M1 Max Chip with 10-Core CPU and 24-Core GPU, 32GB Memory, 512GB SSD, Space Gray, Late 2021",Apple,16 Inches,Apple M1,32 GB,Mac OS,5.0,nan,nan,8K,8.4 Pounds,nan,nan,nan,nan,Dedicated,nan
"Mid 2018 Apple MacBook Pro Touch Bar with 2.7GHz Quad-Core Intel Core i7 (13.3 inches, 16GB RAM, 512GB SSD) Silver (Renewed)",Apple,13.3 Inches,Core i7,16 GB,Mac OS X 10.4 Tiger,5.0,MacBook Pro,nan,nan,nan,nan,nan,Intel Iris Plus Graphics 655,nan,Integrated,nan
Apple MacBook Pro 16-inch M1 Max 10-core CPU / 32-core GPU / 64GB Memory / 512GB Storage - Space Gray,Apple,16,Apple M1,64 GB,MacOS 12 Monterey,,MacBook Pro,nan,nan,3 Pounds,nan,nan,nan,nan,Integrated,nan
"Apple 2021 MacBook Pro (14-inch, M1 Max chip with 10‑core CPU and 32‑core GPU, 32GB RAM, 1TB SSD) - Space Gray Z15H00107",Apple,14 Inches,Apple M1,32 GB,Mac OS,4.5,MacBook Pro,Space Gray,nan,nan,nan,nan,nan,nan,Integrated,nan
"Apple 2021 MacBook Pro (14-inch, M1 Max chip with 10‑core CPU and 32‑core GPU, 64GB RAM, 2TB SSD) - Space Gray Z15H0010E",Apple,14.2,Apple M1,64 GB,MacOS 12 Monterey,5.0,MacBook Pro,nan,"1080p, 8K, 4K",nan,nan,nan,nan,nan,Integrated,nan
"2020 Apple MacBook Pro with 1.4 GHZ, Intel Core i5 (MXK52LLA, 13 Inches, 8GB RAM, 512GB SSD, Magic Keyboard) - Space Gray (Renewed)",Apple,13,Core i5 8250U,8 GB,Mac OS,4.4,MacBook Pro 13-inch,Space Gray,nan,nan,nan,nan,nan,512 GB,Integrated,nan
"2019 MacBook Pro with 1.4GHz Intel Core i5 (13 inch, 8GB RAM, 128GB SSD Storage) - Space Gray (Renewed)",Apple,13.3 Inches,Core i5,8 GB,MacOS 10.15 Catalina,4.5,MacBook Pro,Space Gray,nan,nan,nan,nan,nan,128 GB,Integrated,nan
"Apple MacBook Pro 14"" with Liquid Retina XDR Display, M1 Max Chip with 10-Core CPU and 32-Core GPU, 64GB Memory, 1TB SSD, Space Gray, Late 2021",Apple,14,nan,64 GB,Mac OS,,nan,nan,"1080p, 8K, 4K",6.9 Pounds,nan,"11.0, 17.0 Hours",NVIDIA GeForce GT 650M,nan,nan,nan
"Mid 2018 Apple MacBook Pro Touch Bar with 2.7GHz Quad-Core Intel Core i7 (13.3 inches, 16GB RAM, 512GB SSD) Space Gray (Renewed)",Apple,13.3 Inches,Core i7,16 GB,Mac OS X 10.4 Tiger,3.1,MacBook Pro,nan,nan,nan,nan,nan,Intel Iris Plus Graphics 655,nan,Integrated,nan
"Apple 2022 10.9-inch iPad (Wi-Fi, 64GB) - Blue (10th Generation)",Apple,10.9 Inches,nan,nan,nan,4.7,IPad,nan,nan,nan,nan,nan,nan,nan,nan,nan
"2019 Apple MacBook Pro with 2.6GHz Intel Core i7 (15-inch, 16GB RAM, 512GB SSD Storage) Silver (Renewed)",Apple,13 Inches,Intel Core i7,16 GB,OS X 10.11 El Capitan,5.0,MacBook Pro,nan,nan,nan,nan,nan,Intel HD Graphics 630,512 GB,Dedicated,nan
"Apple MacBook Pro 15"" Retina Core i7 2.7GHz MLH32LL/A with Touch Bar, 16GB Memory, 512GB Solid State Drive (Renewed)",Apple,15 Inches,Core i7,16 GB,MacOS 10.13 High Sierra,3.3,MacBook Pro,nan,nan,nan,nan,nan,AMD Radeon Pro / Intel HD Graphics 530,512 GB,Dedicated,nan
"2015 Apple MacBook Air with Intel Core i7, 2.2GHz, (13.3-inches, 8GB RAM, 256GB) - Silver (Renewed)",Apple,13.3 Inches,Core i7,8 GB,Mac OS,3.9,MacBook Air 13.3-Inch,Silver,nan,nan,nan,nan,Intel HD Graphics 6000,256 GB,Integrated,nan
"Apple MacBook Air 13.3"" with Retina Display, 1.1GHz Quad-Core Intel Core i5, 8GB Memory, 256GB SSD, Gold (Early 2020)",Apple,13.3 Inches,Core i5,8 GB,Mac OS,4.1,MacBook Air,Gold,nan,nan,nan,nan,nan,256 GB,Integrated,nan
"Apple iPad Air 2, 16 GB, Silver, Newest Version (Renewed)",Apple,9.7 Inches,nan,nan,IOS 8,4.2,IPad Air 2,nan,nan,nan,nan,nan,nan,nan,nan,nan
"2014 Apple iPad Air 2 (9.4 inch, Wi-Fi, 64GB) Silver (Renewed)",Apple,9.7 Inches,nan,nan,IOS 8,4.3,IPad Air 2,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Apple MacBook Air MVFH2LL/A 2019 13.3-inch - Intel Core i5 1.6GHz, 16GB RAM, 1TB SSD - Gold (Renewed)",Apple,13.3 Inches,Core i5,8 GB,Mac OS,,MacBook Air,Gold,nan,nan,nan,nan,Intel UHD Graphics 617,128 GB,Integrated,nan
"Apple MacBook Pro 14"" with Liquid Retina XDR Display, M1 Max Chip with 10-Core CPU and 32-Core GPU, 32GB Memory, 512GB SSD, Space Gray, Late 2021",Apple,14 Inches,nan,32 GB,Mac OS,,MacBook Pro,Gray,nan,6.95 Pounds,nan,nan,nan,nan,Dedicated,nan
"Apple 13.3"" MacBook Pro w/ Touch Bar (Mid 2018), 2.3GHz, Retina Display, Intel Core i5, 256GB Solid State Drive, 16GB Memory, Space Gray (Renewed)",Apple,13.3 Inches,Intel Core i5,16 GB,MacOS 10 12 Sierra,,MacBook Pro,nan,nan,nan,nan,nan,Intel Iris Plus Graphics 655,256 GB,Integrated,nan
"Apple MacBook Air 13.3"" MJVE2LL/A Early 2015 - Intel Core i7 2.2GHz, 8GB RAM, 512GB SSD - Silver (Renewed)",Apple,13.3 Inches,Core i7,8 GB,Mac OS,4.3,MacBook Air,Silver,nan,nan,nan,nan,Intel HD Graphics 6000,512 GB,Integrated,nan
"Apple MacBook Air 13.3"" with Retina Display, M1 Chip with 8-Core CPU and 7-Core GPU, 16GB Memory, 512GB SSD, Silver, Late 2020",Apple,13.3 Inches,nan,16 GB,nan,5.0,MacBook Air,nan,Retina,5.25 Pounds,nan,nan,nan,nan,Integrated,nan
"Apple 2019 MacBook Pro with 2.3GHz Intel Core i9 (16-inch, 16GB RAM, 2TB Storage) - Space Gray (Renewed)",Apple,16,Core i9,16 GB,Mac OS,5.0,MacBook Pro,nan,nan,nan,nan,nan,nan,nan,Integrated,nan
"Mid 2019 Apple MacBook Pro Touch Bar with 2.6GHz Intel Core i7 (15.4 inches, 32GB RAM, 512GB SSD) Space Gray (Renewed)",Apple,15 Inches,Intel Core i7,32 GB,OS X 10.11 El Capitan,,MacBook Pro,nan,nan,nan,nan,nan,Intel UHD Graphics 630 graphics processor,512 GB,Dedicated,nan
"Apple MacBook Pro 16"" with Liquid Retina XDR Display, M1 Pro Chip with 10-Core CPU and 16-Core GPU, 32GB Memory, 512GB SSD, Silver, Late 2021",Apple,nan,nan,32 GB,Mac OS,,nan,nan,4K,8 Pounds,nan,nan,nan,nan,Dedicated,nan
"Apple MacBook Pro 13.3"" with Retina Display, M2 Chip with 8-Core CPU and 10-Core GPU, 24GB Memory, 256GB SSD, Silver, Mid 2022",Apple,nan,nan,24 GB,Mac OS,,nan,nan,"8K, 4K",5 Pounds,nan,nan,nan,nan,nan,nan
"Mid 2018 Apple MacBook Pro with 2.3GHz Intel Core i5 (13 inches, 16GB RAM, 512GB SSD Storage) - Space Gray (Renewed)",Apple,13 Inches,Intel Core i5,16 GB,MacOS 12 Monterey,,Macbook Pro,nan,nan,nan,nan,nan,Intel Iris Plus graphics processor,512 GB,Integrated,nan
"Apple MacBook Air MVFH2LL/A 2019 13.3-inch - Intel Core i5 1.6GHz, 16GB RAM, 1TB SSD - Gold (Renewed)",Apple,13.3 Inches,Core i5,8 GB,Mac OS,,MacBook Air,Gold,nan,nan,nan,nan,Intel UHD Graphics 617,128 GB,Integrated,nan
"Mid 2017 Apple MacBook Air with 2.2GHz Intel Core i7 (13 inch, 8GB RAM, 128GB SSD) Silver (Renewed)",Apple,13 Inches,Intel Core i7,8 GB,nan,3.6,MacBook Air,Silver,nan,nan,nan,nan,Intel HD Graphics 6000,128 GB,Integrated,nan
"Mid 2019 Apple MacBook Pro Touch Bar with 2.6GHz Intel Core i7 (15.4 inches, 32GB RAM, 512GB SSD) Space Gray (Renewed)",Apple,15 Inches,Intel Core i7,32 GB,OS X 10.11 El Capitan,,MacBook Pro,nan,nan,nan,nan,nan,Intel UHD Graphics 630 graphics processor,512 GB,Dedicated,nan
"Apple MacBook Air 13.3"" MJVE2LL/A Early 2015 - Intel Core i7 2.2GHz, 8GB RAM, 512GB SSD - Silver (Renewed)",Apple,13.3 Inches,Core i7,8 GB,Mac OS,4.3,MacBook Air,Silver,nan,nan,nan,nan,Intel HD Graphics 6000,512 GB,Integrated,nan
"Apple 13.3"" MacBook Pro w/ Touch Bar (Mid 2018), 2.3GHz, Retina Display, Intel Core i5, 256GB Solid State Drive, 16GB Memory, Space Gray (Renewed)",Apple,13.3 Inches,Intel Core i5,16 GB,MacOS 10 12 Sierra,,MacBook Pro,nan,nan,nan,nan,nan,Intel Iris Plus Graphics 655,256 GB,Integrated,nan
"Apple MacBook Air 13.3"" with Retina Display, M1 Chip with 8-Core CPU and 7-Core GPU, 16GB Memory, 512GB SSD, Silver, Late 2020",Apple,13.3 Inches,nan,16 GB,nan,5.0,MacBook Air,nan,Retina,5.25 Pounds,nan,nan,nan,nan,Integrated,nan
"Apple 2019 MacBook Pro with 2.3GHz Intel Core i9 (16-inch, 16GB RAM, 2TB Storage) - Space Gray (Renewed)",Apple,16,Core i9,16 GB,Mac OS,5.0,MacBook Pro,nan,nan,nan,nan,nan,nan,nan,Integrated,nan
"Apple MacBook Pro 14"" with Liquid Retina XDR Display, M1 Max Chip with 10-Core CPU and 32-Core GPU, 32GB Memory, 512GB SSD, Space Gray, Late 2021",Apple,14 Inches,nan,32 GB,Mac OS,,MacBook Pro,Gray,nan,7 Pounds,nan,nan,nan,nan,Dedicated,nan
"Apple MacBook Pro 16"" with Liquid Retina XDR Display, M1 Pro Chip with 10-Core CPU and 16-Core GPU, 32GB Memory, 512GB SSD, Silver, Late 2021",Apple,nan,nan,32 GB,Mac OS,,nan,nan,4K,8 Pounds,nan,nan,nan,nan,Dedicated,nan
"Apple MacBook Pro 13.3"" with Retina Display, M2 Chip with 8-Core CPU and 10-Core GPU, 24GB Memory, 256GB SSD, Silver, Mid 2022",Apple,nan,nan,24 GB,Mac OS,,nan,nan,"8K, 4K",5 Pounds,nan,nan,nan,nan,nan,nan
"Mid 2018 Apple MacBook Pro with 2.3GHz Intel Core i5 (13 inches, 16GB RAM, 512GB SSD Storage) - Space Gray (Renewed)",Apple,13 Inches,Intel Core i5,16 GB,MacOS 12 Monterey,,Macbook Pro,nan,nan,nan,nan,nan,Intel Iris Plus graphics processor,512 GB,Integrated,nan
"Apple MacBook Air MVFH2LL/A 2019 13.3in - Intel Core i5 1.6GHz, 16GB RAM, 1TB SSD - Silver (Renewed)",Apple,13,Core i5,16 GB,Mac OS,4.5,MacBook Air,Silver,nan,nan,nan,nan,Intel UHD Graphics 617,1 TB,Integrated,nan
"Apple 2019 MacBook Pro with 1.7GHz Intel Core i7 (13 inch, 16GB RAM, 512GB SSD Storage) - Space Gray (Renewed)",Apple,13,None,16 GB,Mac OS,,MacBook Pro,nan,nan,nan,nan,nan,Intel Iris,nan,Integrated,nan
"Mid 2019 Apple MacBook Air with 1.6GHz Intel Core i5 (13.3 in, 16GB RAM, 1TB SSD) Space Gray (Renewed)",Apple,13.3 Inches,Core i5,16 GB,Mac OS,4.1,MVFH2LL/A,Space Gray,nan,nan,nan,nan,Intel UHD Graphics 617,512 TB,Integrated,nan
"Apple MacBook Air MF068LL/A Intel Core i7-4650U X2 1.7GHz 8GB 256GB, Silver (Renewed)",Apple,13.3 Inches,Unknown,4 GB,MacOS 10.14 Mojave,2.4,MacBook Air,"13"" 1.7GHz / 8GB Memory / 256GB Solid State Drive",nan,nan,nan,nan,Intel HD Graphics 5000,256 GB,Integrated,nan
"Apple MacBook Pro 13.3 inches with Touch Bar MV962LL/A 2019 - Intel Core i7 2.8GHz, 16GB RAM, 512GB SSD, macOS Catalina - Space Gray (Renewed)",Apple,13.3 Inches,Core i7,16 GB,MacOS 10.15 Catalina,3.5,MacBook Pro,Space Gray,nan,nan,nan,nan,Intel Iris Plus Graphics 655,512 GB,Integrated,nan
"Apple 2019 MacBook Pro with 1.7GHz Intel Core i7 (13 inch, 16GB RAM, 512GB SSD Storage) - Space Gray (Renewed)",Apple,13,None,16 GB,Mac OS,,MacBook Pro,nan,nan,nan,nan,nan,Intel Iris,nan,Integrated,nan
"Apple MacBook Air MVFH2LL/A 2019 13.3in - Intel Core i5 1.6GHz, 16GB RAM, 1TB SSD - Silver (Renewed)",Apple,13,Core i5,16 GB,Mac OS,4.5,MacBook Air,Silver,nan,nan,nan,nan,Intel UHD Graphics 617,1 TB,Integrated,nan
"Apple iPad Air 2, 16 GB, Gold, (Renewed)",Apple,9.7 Inches,nan,nan,nan,4.2,IPad Air 2,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Apple MacBook Pro MPXQ2LL/A 13.3-inch Retina Display - Intel Core i7 2.5GHz, 16GB RAM, 512GB SSD - Space Gray (Renewed)",Apple,13.3 Inches,Core i5,16 GB,Mac OS,3.3,MacBook Pro,Space Grey,nan,nan,nan,nan,Intel Iris Plus Graphics 640,512 GB,Integrated,nan
"Apple MacBook Pro MLH12LL/A 13-inch Laptop with Touch Bar, 2.9GHz Dual-core Intel Core i5, 8GB Memory, 256GB, Retina Display, Silver (Renewed)",Apple,13.3 Inches,Core i5-6267U,8 GB,Mac OS,3.6,MacBook Pro,nan,nan,nan,nan,nan,Intel Iris Graphics 550,256 GB,Dedicated,nan
"Early-2015 Apple MacBook Air with 1.6GHz Core i5 (13-Inch, 8GB RAM, 256GB SSD Storage) (Renewed)",Apple,13.3 Inches,Core i5,4 GB,Mac OS,4.4,MacBook Air,Silver,nan,nan,nan,nan,nan,256 GB,Integrated,nan
"Apple MacBook Air MF068LL/A Intel Core i7-4650U X2 1.7GHz 8GB 256GB, Silver (Renewed)",Apple,13.3 Inches,Unknown,4 GB,MacOS 10.14 Mojave,2.4,MacBook Air,"13"" 1.7GHz / 8GB Memory / 256GB Solid State Drive",nan,nan,nan,nan,Intel HD Graphics 5000,256 GB,Integrated,nan
"Apple 15in MacBook Pro, Retina, Touch Bar, 2.8GHz Intel Core i7 Quad Core, 16GB RAM, 256GB SSD, Space Gray, MPTR2LL/A (Renewed)",Apple,15 Inches,Core i7,16 GB,Mac OS,4.1,MacBook Pro,Space Gray,nan,nan,nan,nan,AMD Radeon Pro 555,256 GB,Dedicated,nan
"Apple MacBook Pro 13.3"" with Retina Display, M2 Chip with 8-Core CPU and 10-Core GPU, 24GB Memory, 2TB SSD, Space Gray, Mid 2022",Apple,13 Inches,nan,nan,nan,5.0,nan,nan,"8K, 4K",6.1 Pounds,nan,nan,nan,nan,nan,nan
"Apple MacBook Pro 13.3"" 2018 256GB MR9Q2LL/A - Space Gray (Renewed)",Apple,13.3 Inches,Core i5,8 GB,Mac OS,4.1,MacBook Pro,nan,nan,nan,nan,nan,Intel,256 GB,Integrated,nan
"Late 2018 Apple MacBook Air with 1.6GHz Intel Core i5 (13.3 inch Retina Display, 16GB RAM, 512GB SSD) Space Gray (Renewed)",Apple,13 Inches,Core i5,16 GB,Mac OS,4.0,MacBook Air,Space Gray,nan,nan,nan,nan,nan,512 GB,Integrated,nan
"MSI Sword 17 17.3"" 144Hz FHD Gaming Laptop Intel Core i7-11800H RTX3050TI 16GB 512GBNVMe SSD Win11 - White (A11UD-642)",MSI,17.3 Inches,Core i7,16 GB,Windows 11 Home,,Sword 17 A11UD-642,White,nan,nan,nan,nan,NVIDIA GeForce RTX 3050 Ti,512 GB,Dedicated,"$1,242.96"
"MSI Pulse GL66 15.6"" 144Hz 3ms FHD Gaming Laptop Intel Core i7-11800H RTX3050 16GB 1TBNVMe SSD Win11 - Gray (11UCK-1249)",MSI,15.6 Inches,Core i7,16 GB,Windows 11 Home,5.0,Pulse GL66 11UCK-1249,Gray,nan,nan,nan,nan,nan,1 TB,Dedicated,$950.61
"MSI 2022 GF76 Katana 17.3"" 144 Hz FHD Gaming Laptop 12th Intel i7-12700H 14-Core 32GB DDR4 1TB NVMe SSD NVIDIA GeForce RTX 3060 6GB Backlit Keyboard DTS Audio Windows 10 Pro WiFi 6 w/RATZK 32GB USB",MSI,17.3 Inches,Core i7 Family,32 GB,Windows 10 Pro,,GF76 12UE,Core Black,nan,nan,nan,nan,nan,1 TB,Dedicated,"$1,649.00"
"MSI Prestige 14 EVO Thin and Performance Driven Laptop: 14"" FHD 1080p, Intel Core i7-1185G7, Intel Iris Xe, 32GB, 1TB SSD, Thunderbolt 4, Win10, Carbon Gray (A11M-614)",MSI,14 Inches,Core i7 Family,32 GB,Win 10 Multi-language /Free upgrade to Win 11,4.5,Prestige 14 EVO A11M-614,Carbon Gray,nan,nan,nan,nan,nan,1 TB,Integrated,nan
"2022 MSI Sword 15.6"" Gaming Laptop, 144Hz IPS Level FHD, Intel Core i7-11800H 8-Core, 64GB RAM, 2TB NVMe SSD, NVIDIA GeForce RTX 3050 Ti 4GB GDDR6, Backlit Keyboard, Windows 11 Pro w/ 32GB USB",MSI,15.6 Inches,Core i7 Family,64 GB,Windows 11 Pro,,Sword Thin,White,nan,nan,nan,nan,NVIDIA GeForce RTX 3050 Ti,2 TB,Dedicated,nan
"MSI Latest Prestige 14EVO Laptop | 14"" FHD IPS Display | Intel 14-Core i7-1280P | Iris Xe Graphics | 32GB DDR4 1TB NVMe SSD | WiFi 6E | 2xThunderbolt 4 | Backlit KB | Fingerprint | Windows 11 Pro",MSI,14 Inches,Core i7 Family,32 GB,Windows 11 Pro,,MSI Prestige,Carbon Gray,nan,nan,nan,nan,nan,1 TB,Integrated,nan
"MSI WS76 Workstation Laptop: 17.3"" 144Hz FHD 1080p, Intel Core i7-11800H, NVIDIA Quadro RTX A3000 , 32GB, 1TB SSD, Thunderbolt 4, WiFi 6E, TPM2.0 Fingerprint, Win10 PRO, Black (11UK-470)",MSI,17.3 Inches,Core i7 Family,32 GB,Win 10 PRO /Free upgrade to Win 11,,WS76 11UK-470,Black,nan,nan,nan,nan,NVIDIA Quadro RTX A3000,1 TB,Dedicated,"$2,084.45"
"MSI Creator Z16 16"" QHD+ 120hz 100% DCI-P3 Premium Professional Laptop Intel Core i9-11900H RTX3060 32GB DDR4 2TB NVMe SSD TB4 Win10Pro - Lunar Gray (A11UET-254)",MSI,16 Inches,Core i9,32 GB,Windows 10,4.6,Creator Z16 A11UET-254,Gray,nan,nan,nan,nan,NVIDIA GeForce RTX 3060,2 TB,Dedicated,"$2,699.00"
"Acer Aspire 5 A515-56-36UT, 15.6"" Full HD Display, 11th Gen Intel Core i3-1115G4 Processor, 4GB DDR4, 128GB NVMe SSD, WiFi 6, Windows 11 Home (S Mode)",Acer,15.6 Inches,Core i3,4 GB,Windows 11 Home (S Mode),4.3,Aspire 5,Silver,nan,nan,nan,nan,nan,128 GB,Integrated,$239.00
"EXCaliberPC 2022 MSI Raider GE77HX 12UHS-082 (i9-12900HX, 32GB RAM, 1TB NVMe SSD, RTX 3080Ti 16GB, 17.3"" QHD 240Hz, Windows 11 Pro) Gaming Laptop",EXCaliberPC,17.3 Inches,Intel Core i9,32 GB,Windows 11 Pro,,Raider GE77HX 12UHS,32GB RAM,nan,nan,nan,nan,NVIDIA GeForce RTX 3080 Ti,nan,Dedicated,"$2,999.00"
"MSI Creator M16 16"" Content Creation Laptop: Intel Core i7-12650H RTX 3060 32GB 1TB NVMe SSD, QHD+ 16:10 60Hz 100% DCI-P3, 180-Degree Lay-Flat, Cooler Boost Trinity+, Win 11 Home: Black A12UEV-468",MSI,16,Core i7,32 GB,Windows 11 Home,4.2,Creator M16 A12UEV-468,Black,nan,nan,nan,nan,NVIDIA GeForce RTX 3060,1 TB,RTX 3060,$870.00
"MSI GE76 Raider Gaming Laptop Intel Core i7-11800H, GeForce RTX 3060, 17.3"" FHD 144HZ, 16GB RAM 1TB NVMe SSD, Wi-Fi6, Windows 10",MSI,17.3 Inches,Core I7 11800H,16 GB,Windows 10 Home,4.5,GE76 Raider,Black,nan,nan,nan,nan,NVIDIA GeForce RTX 3060,1 TB,Dedicated,"$1,536.99"
"MSI Katana GF66 15.6"" 144Hz FHD Gaming Laptop: Intel Core i5-12500H RTX3050 8GB 512GBNVMe SSD Win11 - Black (12UC-056)",MSI,15.6 Inches,Core i5,8 GB,Windows 11 Home,5.0,Katana GF66 12UC-056,Black,nan,nan,nan,nan,nan,nan,RTX 3050,"$1,045.52"
"MSI Modern 15A Thin and Light Daily Laptop: 15.6"" FHD 1080p, Intel Core i7-1195G7, Intel Iris Xe, 8GB, 1TB SSD, Win10, Carbon Gray (A11MU-652)",MSI,15.6 Inches,Core i7 Family,8 GB,Windows 10 Home,3.0,Modern 15 A11MU-652,Carbon Gray,nan,nan,nan,nan,Intel Iris Xe Graphics,1 TB,Integrated,$714.49
"EXCaliberPC 2022 MSI Katana GF66 12UGSOK-1046 Pro Extreme (i9-12900H, 64GB RAM, 4TB NVMe SSD, RTX 3070Ti 8GB, 15.6"" 240Hz FHD, Windows 11) Gaming Laptop",EXCaliberPC,15.6 Inches,Intel Core i9,64 GB,Windows 11 Home,,Katana GF66 12UGSOK,64GB RAM,nan,nan,nan,nan,NVIDIA GeForce RTX 3070 Ti,4 TB,Dedicated,"$3,295.00"
"MSI Creator M16 16"" Content Creation Laptop: Intel Core i7-12650H RTX 3060 32GB 1TB NVMe SSD, QHD+ 16:10 60Hz 100% DCI-P3, 180-Degree Lay-Flat, Cooler Boost Trinity+, Win 11 Home: Black A12UEV-468",MSI,16,Core i7,32 GB,Windows 11 Home,4.2,Creator M16 A12UEV-468,Black,nan,nan,nan,nan,NVIDIA GeForce RTX 3060,1 TB,RTX 3060,$870.00
"MSI 2022 GE76 Raider 17.3"" 144 Hz FHD Gaming Laptop 12th Intel Core i9-12900H 14-Core 64GB DDR5 2TB NVMe SSD NVIDIA GeForce RTX 3060 6GB RGB Backlit KB Thunderbolt 4 WiFi 6 Windows 11 Home w/32GB USB",MSI,17.3 Inches,Intel Core i9,64 GB,Windows 11,,GE76 12UE,Titanium Blue,nan,nan,nan,nan,NVIDIA GeForce RTX 3060,2 TB,Dedicated,"$2,409.00"
"2022 MSI Sword 15.6"" Gaming Laptop, 144Hz IPS Level FHD, 12th Intel Core i7-12650H 10-Core, 64GB DDR4, 2TB NVMe SSD, NVIDIA GeForce RTX 3060 6GB GDDR6, Backlit Keyboard, Windows 11 Pro w/ 32GB USB",MSI,15.6 Inches,Core i7 Family,64 GB,Windows 11 Pro,,Sword Thin,White,nan,nan,nan,nan,nan,2 TB,Dedicated,nan
"MSI Raider GE66 15.6"" UHD 4K 120Hz Gaming Laptop: Intel Core i9-12900HK RTX 3080 Ti 32GB DDR5 1TB NVMe SSD, USB-Type C, Thunderbolt 4, Cooler Boost 5, Win11 Home: Titanium Blue 12UHS-235",MSI,15.6 Inches,Core i9,32 GB,Windows 11 Home,3.7,Raider GE66 12UHS-235,Titanium Blue,nan,nan,nan,nan,nan,1 TB,RTX 3080Ti,nan
"MSI Vector GP76 17.3"" FHD 360Hz Gaming Laptop: Intel Core i7-12700H RTX 3060 16GB 1TB NVMe SSD, Type-C USB 3.2 Gen2 w/ DP 1.4, Wi-Fi 6E, Cooler Boost 5, Win11 Home: Core Black 12UE-270",MSI,17.3 Inches,Core i7,16 GB,Windows 11 Home,5.0,Vector GP76 12UE-270,Core Black,nan,nan,nan,nan,NVIDIA GeForce RTX 3060,1 TB,Dedicated,"$1,496.24"
"MSI GE76 Raider 17.3"" 360Hz Gaming Laptop Intel Core i7-11800H RTX3070 32GB 1TB NVMe SSD Win11 - Blue (11UG-1048)",MSI,17.3 Inches,Core i7,32 GB,Windows 11 Home,,GE76 Raider 11UG-1048,Blue,nan,nan,nan,nan,NVIDIA GeForce RTX 3070,1 TB,Dedicated,nan
"MSI GE76 Raider Gaming Laptop Intel Core i7-11800H, GeForce RTX 3060 130W, 17.3"" FHD 144HZ, Thunderbolt 4 Type-C Wi-Fi 6 32GB RAM 2TB NVMe SSD, Windows 10, w/ 32GB SD Card",MSI,17.3 Inches,Intel Core i7,32 GB,Windows 10 Home,,GE76 Raider,nan,nan,nan,nan,nan,NVIDIA GeForce RTX 3060,32 GB,Dedicated,"$1,749.99"
